model,cue,A1,A2,A3
qwen3:14b,cue,trigger,prompt,signal
qwen3:14b,boost,increase,enhance,improve
qwen3:14b,cellular,cell,membrane,mitochondria
qwen3:14b,selection,choice,process,screening
qwen3:14b,details,information,specifics,elements
qwen3:14b,neighbour,friend,house,area
qwen3:14b,nudge,push,hint,prompt
qwen3:14b,steroid,testosterone,muscle,doping
qwen3:14b,seldom,rarely,infrequently,uncommon
qwen3:14b,Sandra,Bullock,No,more
qwen3:14b,intriguing,mysterious,fascinating,curious
qwen3:14b,lawnmower,grass,noise,blade
qwen3:14b,solution,answer,fix,remedy
qwen3:14b,cathedral,church,steeple,altar
qwen3:14b,duct,pipe,tubing,conduit
qwen3:14b,bewilder,confuse,perplex,muddle
qwen3:14b,detail,information,specific,feature
qwen3:14b,everything,all,nothing,anything
qwen3:14b,celibacy,abstinence,chastity,religion
qwen3:14b,tummy,stomach,full,food
qwen3:14b,boots,footwear,leather,military
qwen3:14b,incredible,amazing,unbelievable,unreal
qwen3:14b,jam,preserve,fruit,spread
qwen3:14b,prophet,seer,visionary,messenger
qwen3:14b,seven,number,week,lucky
qwen3:14b,kink,bend,problem,curl
qwen3:14b,lock,key,door,security
qwen3:14b,proprietor,owner,business,shop
qwen3:14b,peppy,energetic,vibrant,bouncy
qwen3:14b,wanderer,traveler,drifter,nomad
qwen3:14b,orchid,flower,beauty,petal
qwen3:14b,freshman,student,college,new
qwen3:14b,stomach,pain,hunger,digestion
qwen3:14b,wasp,insect,waist,sting
qwen3:14b,wandering,nomad,drifting,roaming
qwen3:14b,longing,yearning,desire,craving
qwen3:14b,futile,useless,pointless,fruitless
qwen3:14b,raising,hands,children,funds
qwen3:14b,salamander,amphibian,tail,stream
qwen3:14b,pier,boat,dock,water
qwen3:14b,laxative,constipation,medicine,stool
qwen3:14b,difference,contrast,variation,discrepancy
qwen3:14b,chant,singing,ritual,prayer
qwen3:14b,slippery,ice,oil,slime
qwen3:14b,or,and,either,choice
qwen3:14b,airplane,flight,sky,wing
qwen3:14b,judo,martial,throw,gi
qwen3:14b,absorb,sponge,take,liquid
qwen3:14b,genocide,massacre,ethnic,crime
qwen3:14b,pebble,stone,river,shore
qwen3:14b,conscientious,diligent,careful,meticulous
qwen3:14b,stature,height,reputation,status
qwen3:14b,sandals,beach,summer,footwear
qwen3:14b,stimulation,sensory,nerve,brain
qwen3:14b,prosper,flourish,thrive,grow
qwen3:14b,street,road,sidewalk,traffic
qwen3:14b,explorer,adventure,discovery,map
qwen3:14b,jumpy,nervous,anxious,skittish
qwen3:14b,immunity,immune,virus,disease
qwen3:14b,ongoing,continuing,persistent,prolonged
qwen3:14b,dreary,gloomy,bleak,dismal
qwen3:14b,active,energetic,busy,alert
qwen3:14b,Quaker,pacifist,plain,meeting
qwen3:14b,dairy,milk,cheese,butter
qwen3:14b,crumbly,bread,cake,cookie
qwen3:14b,dangle,swing,hanging,pendant
qwen3:14b,drums,music,snare,beat
qwen3:14b,feel,emotion,touch,sense
qwen3:14b,employer,employee,job,company
qwen3:14b,merchant,sell,shop,goods
qwen3:14b,bran,wheat,bread,fiber
qwen3:14b,down under,Australia,Antipodes,Oceania
qwen3:14b,flight,airplane,travel,sky
qwen3:14b,heir,inherit,royalty,legacy
qwen3:14b,male,man,manly,masculine
qwen3:14b,flamboyant,ostentatious,vibrant,extravagant
qwen3:14b,ejaculation,sex,orgasm,sperm
qwen3:14b,unlucky,misfortune,bad,unfortunate
qwen3:14b,starch,corn,flour,potato
qwen3:14b,serve,food,waiter,dish
qwen3:14b,slice,pizza,knife,cut
qwen3:14b,patty,hamburger,beef,grill
qwen3:14b,waiter,restaurant,service,uniform
qwen3:14b,ropes,climbing,knots,sailing
qwen3:14b,childhood,memory,play,family
qwen3:14b,thirty,years,three,score
qwen3:14b,devotion,love,faith,dedication
qwen3:14b,ashtray,cigarettes,smoke,butt
qwen3:14b,million,number,money,many
qwen3:14b,format,design,structure,style
qwen3:14b,youthful,young,vibrant,energetic
qwen3:14b,obviously,clearly,evidently,apparent
qwen3:14b,awaken,wake,rise,sleep
qwen3:14b,Scotland,kilt,bagpipes,whisky
qwen3:14b,painful,pain,suffering,hurt
qwen3:14b,droopy,dog,sad,eyes
qwen3:14b,fitting,suitable,appropriate,proper
qwen3:14b,geisha,Japan,performance,kimono
qwen3:14b,chili,spicy,pepper,sauce
qwen3:14b,hanger,clothes,hook,coat
qwen3:14b,frisky,playful,lively,energetic
