model,cue,A1,A2,A3
gemma3:12b,cue,signal,hint,clue
gemma3:12b,becoming,change,growth,future
gemma3:12b,archeology,history,excavation,artifacts
gemma3:12b,joker,laugh,trick,fool
gemma3:12b,hurtful,pain,sad,angry
gemma3:12b,nacho,cheese,chips,salsa
gemma3:12b,unsafe,danger,hazard,threat
gemma3:12b,hummingbird,flower,wings,small
gemma3:12b,coast,beach,ocean,sand
gemma3:12b,immature,child,naive,youth
gemma3:12b,ligament,tissue,joint,connect
gemma3:12b,shield,protect,guard,defense
gemma3:12b,vegetarian,plant,food,health
gemma3:12b,parcel,box,gift,mail
gemma3:12b,madly,quickly,raging,wild
gemma3:12b,flunk,fail,miss,bomb
gemma3:12b,traveler,wander,explore,journey
gemma3:12b,bubble gum,pink,chew,sweet
gemma3:12b,expel,force,eject,remove
gemma3:12b,leaning,slope,tilt,precarious
gemma3:12b,juicer,fruit,orange,blend
gemma3:12b,hovercraft,water,craft,speed
gemma3:12b,fabric,cloth,weave,texture
gemma3:12b,captivity,prison,chains,cage
gemma3:12b,lamb,wool,sheep,cute
gemma3:12b,failure,defeat,loss,error
gemma3:12b,balls,round,bounce,game
gemma3:12b,governance,policy,rules,power
gemma3:12b,electricity,power,charge,spark
gemma3:12b,celebrity,fame,star,glamour
gemma3:12b,masturbate,pleasure,relax,alone
gemma3:12b,extroverted,social,outgoing,friendly
gemma3:12b,breed,genes,animal,line
gemma3:12b,frustrated,angry,sad,vexed
gemma3:12b,goodwill,charity,kindness,benevolence
gemma3:12b,dialogue,speak,chat,talk
gemma3:12b,unrealistic,fantasy,dream,false
gemma3:12b,hobble,limp,walk,slow
gemma3:12b,unripe,green,sour,hard
gemma3:12b,boxer,fight,punch,gloves
gemma3:12b,laborer,work,sweat,tools
gemma3:12b,atheism,belief,doubt,reason
gemma3:12b,autumn,leaves,orange,crisp
gemma3:12b,repress,restrain,hide,deny
gemma3:12b,sweatshop,labor,factory,exploit
gemma3:12b,veer,turn,sway,shift
gemma3:12b,mystical,magic,ancient,dream
gemma3:12b,redwood,forest,tall,green
gemma3:12b,gods,myth,power,kings
gemma3:12b,elbow,arm,bend,joint
gemma3:12b,sterile,clean,pure,empty
gemma3:12b,mailbox,letter,house,post
gemma3:12b,rundown,report,summary,brief
gemma3:12b,execute,perform,action,order
gemma3:12b,hitchhike,travel,thumb,wander
gemma3:12b,intoxicate,drunk,happy,blur
gemma3:12b,complete,finish,whole,done
gemma3:12b,vomit,sick,retch,bile
gemma3:12b,civilization,society,culture,history
gemma3:12b,let,permit,allow,release
gemma3:12b,gifted,talent,smart,genius
gemma3:12b,whiskers,cat,mouse,face
gemma3:12b,lore,legend,myth,story
gemma3:12b,Norway,Fjords,Oslo,Vikings
gemma3:12b,petrol,fuel,car,engine
gemma3:12b,Islam,Faith,Peace,Culture
gemma3:12b,mitten,cold,hand,warm
gemma3:12b,cozy,warm,soft,safe
gemma3:12b,hum,bee,sound,music
gemma3:12b,head,brain,hair,mind
gemma3:12b,mints,fresh,cool,sweet
gemma3:12b,increasing,growth,rise,expand
gemma3:12b,chauffeur,car,driver,vehicle
gemma3:12b,constant,stable,fixed,steady
gemma3:12b,zeal,passion,energy,drive
gemma3:12b,periscope,water,submarine,view
gemma3:12b,oddity,strange,unusual,weird
gemma3:12b,monotonous,boring,dull,tedious
gemma3:12b,stupid,fool,silly,idiot
gemma3:12b,hers,she,mine,woman
gemma3:12b,scribe,write,pen,ink
gemma3:12b,campfire,warmth,smoke,night
gemma3:12b,cartoon,funny,child,comic
gemma3:12b,contempt,scorn,hate,mock
gemma3:12b,cactus,desert,prickly,plant
gemma3:12b,fad,trend,brief,popular
gemma3:12b,since,because,after,then
gemma3:12b,tom,cat,mouse,Jerry
gemma3:12b,devil,evil,hell,sin
gemma3:12b,tuba,brass,music,large
gemma3:12b,algae,green,water,pond
gemma3:12b,crows,birds,black,flight
gemma3:12b,cooler,cold,fridge,chill
gemma3:12b,martial art,combat,karate,judo
gemma3:12b,medic,doctor,nurse,hospital
gemma3:12b,pesky,annoy,irritate,bother
gemma3:12b,stretch,extend,pull,grow
gemma3:12b,thrifty,saving,cheap,frugal
gemma3:12b,amass,gather,collect,hoard
gemma3:12b,flawed,error,fault,defect
gemma3:12b,term,phrase,word,group
