model,cue,A1,A2,A3
gemma3:4b,cue,signal,message,beginning
gemma3:4b,becoming,growth,change,transformation
gemma3:4b,archeology,digging,excavation,research
gemma3:4b,joker,card,laugh,chaos
gemma3:4b,hurtful,pain,suffering,No more responses
gemma3:4b,unsafe,danger,risk,threat
gemma3:4b,hummingbird,flight,beauty,nature
gemma3:4b,coast,ocean,beach,sand
gemma3:4b,immature,childhood,youth,weak
gemma3:4b,ligament,joint,bone,stability
gemma3:4b,shield,defense,protection,safety
gemma3:4b,parcel,shipping,delivery,package
gemma3:4b,madly,chaos,panic,instinct
gemma3:4b,flunk,failure,disappointment,No more responses
gemma3:4b,traveler,journey,adventure,exploration
gemma3:4b,expel,force,remove,discard
gemma3:4b,leaning,balance,stability,support
gemma3:4b,juicer,orange,fruit,machine
gemma3:4b,hovercraft,water,vehicle,transport
gemma3:4b,fabric,texture,cotton,threads
gemma3:4b,captivity,prison,confinement,restriction
gemma3:4b,failure,defeat,loss,sadness
gemma3:4b,governance,leadership,authority,control
gemma3:4b,extroverted,social,outgoing,friendly
gemma3:4b,breed,dog,animal,species
gemma3:4b,frustrated,anger,irritation,resentment
gemma3:4b,goodwill,kindness,benevolence,friendship
gemma3:4b,dialogue,conversation,speaking,exchange
gemma3:4b,hobble,limp,stumble,pain
gemma3:4b,laborer,work,effort,sweat
gemma3:4b,atheism,belief,doubt,reason
gemma3:4b,sweatshop,labor,exploitation,danger
gemma3:4b,veer,turn,drift,shift
gemma3:4b,redwood,forest,tree,nature
gemma3:4b,gods,power,faith,divinity
gemma3:4b,elbow,pain,joint,bone
gemma3:4b,sterile,clean,clinical,medical
gemma3:4b,rundown,collapse,failure,decline
gemma3:4b,execute,order,command,action
gemma3:4b,hitchhike,travel,road,journey
gemma3:4b,complete,finish,total,done
gemma3:4b,vomit,nausea,disgust,regret
gemma3:4b,let,rain,storm,weather
gemma3:4b,whiskers,cat,mouse,pet
gemma3:4b,Norway,fjord,mountains,culture
gemma3:4b,Islam,Faith,Belief,Practice
gemma3:4b,mitten,cold,winter,gloves
gemma3:4b,hum,music,sound,vibration
gemma3:4b,head,brain,skull,face
gemma3:4b,mints,fresh,cool,clean
gemma3:4b,increasing,growth,expansion,development
gemma3:4b,constant,stability,firmness,steadiness
gemma3:4b,zeal,passion,energy,intensity
gemma3:4b,periscope,submarine,binoculars,observation
gemma3:4b,oddity,strange,unique,different
gemma3:4b,campfire,warmth,smoke,friendship
gemma3:4b,contempt,disrespect,scorn,disdain
gemma3:4b,cactus,desert,prickly,arid
gemma3:4b,fad,death,loss,memory
gemma3:4b,since,time,duration,always
gemma3:4b,tom,father,name,child
gemma3:4b,devil,satan,demon,no more responses
gemma3:4b,tuba,brass,instrument,sound
gemma3:4b,crows,darkness,ravens,ominous
gemma3:4b,cooler,ice,cold,refresh
gemma3:4b,medic,doctor,nurse,patient
gemma3:4b,pesky,annoying,irritating,nosy
gemma3:4b,stretch,muscle,yoga,elongation
gemma3:4b,amass,wealth,money,growth
gemma3:4b,term,concept,definition,example
