model,cue,A1,A2,A3
gemma3:27b,cue,signal,prompt,indication
gemma3:27b,becoming,evolving,changing,transforming
gemma3:27b,archeology,dig,past,history
gemma3:27b,joker,clown,trick,laughter
gemma3:27b,hurtful,pain,sadness,anger
gemma3:27b,nacho,cheese,spicy,delicious
gemma3:27b,unsafe,danger,risk,precarious
gemma3:27b,hummingbird,flower,nectar,wings
gemma3:27b,coast,beach,ocean,sand
gemma3:27b,immature,childish,naive,foolish
gemma3:27b,ligament,joint,connective,tissue
gemma3:27b,shield,protection,defense,armor
gemma3:27b,vegetarian,plant,healthy,garden
gemma3:27b,parcel,delivery,package,mail
gemma3:27b,madly,insane,passion,fury
gemma3:27b,flunk,fail,school,disappoint
gemma3:27b,traveler,journey,adventure,explore
gemma3:27b,bubble gum,sweet,pink,chew
gemma3:27b,expel,eject,remove,banish
gemma3:27b,leaning,support,balance,gravity
gemma3:27b,juicer,orange,fruit,kitchen
gemma3:27b,hovercraft,vehicle,air,speed
gemma3:27b,fabric,cloth,texture,sew
gemma3:27b,captivity,prison,freedom,chains
gemma3:27b,lamb,sheep,wool,pasture
gemma3:27b,failure,defeat,disappointment,resilience
gemma3:27b,balls,sports,games,play
gemma3:27b,governance,leadership,policy,regulation
gemma3:27b,electricity,power,current,spark
gemma3:27b,celebrity,famous,glamour,paparazzi
gemma3:27b,masturbate,sex,pleasure,intimacy
gemma3:27b,extroverted,outgoing,social,energetic
gemma3:27b,breed,dog,animal,species
gemma3:27b,frustrated,angry,irritated,disappointed
gemma3:27b,goodwill,charity,kindness,generosity
gemma3:27b,dialogue,conversation,exchange,communication
gemma3:27b,unrealistic,fantasy,impossible,dream
gemma3:27b,hobble,limp,cane,walk
gemma3:27b,unripe,green,sour,bitter
gemma3:27b,boxer,fight,gloves,champion
gemma3:27b,laborer,worker,effort,strength
gemma3:27b,atheism,disbelief,skepticism,reason
gemma3:27b,autumn,leaves,pumpkin,harvest
gemma3:27b,repress,suppress,control,silence
gemma3:27b,sweatshop,exploitation,labor,poverty
gemma3:27b,veer,swerve,drift,change
gemma3:27b,mystical,magic,enchanting,spiritual
gemma3:27b,redwood,forest,giant,ancient
gemma3:27b,gods,mythology,religion,faith
gemma3:27b,elbow,bend,arm,joint
gemma3:27b,sterile,clean,hospital,empty
gemma3:27b,mailbox,letters,post,delivery
gemma3:27b,rundown,shabby,decrepit,dilapidated
gemma3:27b,execute,command,implement,finish
gemma3:27b,hitchhike,travel,thumb,road
gemma3:27b,intoxicate,drunk,alcohol,inebriate
gemma3:27b,complete,finished,total,whole
gemma3:27b,vomit,sick,nausea,disgust
gemma3:27b,civilization,culture,society,progress
gemma3:27b,let,permit,enable,allow
gemma3:27b,gifted,talented,intelligent,exceptional
gemma3:27b,whiskers,cats,feline,mustache
gemma3:27b,lore,myth,history,wisdom
gemma3:27b,Norway,Fjords,Vikings,Cold
gemma3:27b,petrol,fuel,car,engine
gemma3:27b,Islam,religion,prayer,peace
gemma3:27b,mitten,winter,warm,cozy
gemma3:27b,cozy,warm,soft,comfort
gemma3:27b,hum,song,music,tune
gemma3:27b,head,brain,think,skull
gemma3:27b,mints,fresh,breath,cooling
gemma3:27b,increasing,growing,expanding,rising
gemma3:27b,chauffeur,driver,luxury,vehicle
gemma3:27b,constant,steady,reliable,forever
gemma3:27b,zeal,passion,energy,enthusiasm
gemma3:27b,periscope,submarine,view,ocean
gemma3:27b,oddity,peculiar,strange,anomaly
gemma3:27b,monotonous,dull,repetitive,boring
gemma3:27b,stupid,foolish,dumb,silly
gemma3:27b,hers,possessive,ownership,mine
gemma3:27b,scribe,writer,pen,paper
gemma3:27b,campfire,warmth,stars,marshmallow
gemma3:27b,cartoon,funny,animation,drawing
gemma3:27b,contempt,disgust,scorn,hatred
gemma3:27b,cactus,desert,prickly,green
gemma3:27b,fad,trend,temporary,obsolete
gemma3:27b,since,because,time,therefore
gemma3:27b,tom,cat,boy,cruise
gemma3:27b,devil,evil,red,hell
gemma3:27b,tuba,brass,music,large
gemma3:27b,algae,green,ocean,photosynthesis
gemma3:27b,crows,black,ominous,flock
gemma3:27b,cooler,refreshment,summer,ice
gemma3:27b,martial art,karate,dojo,discipline
gemma3:27b,medic,doctor,hospital,health
gemma3:27b,pesky,annoying,irritating,nuisance
gemma3:27b,stretch,limber,rubber,extend
gemma3:27b,thrifty,economical,frugal,saving
gemma3:27b,amass,collect,wealth,hoard
gemma3:27b,flawed,imperfect,broken,faulty
gemma3:27b,term,contract,definition,vocabulary
