model,w1,w2,rating
gemma3:12b,love,sex,6
gemma3:12b,tiger,cat,8
gemma3:12b,tiger,tiger,10
gemma3:12b,book,paper,4
gemma3:12b,computer,keyboard,6
gemma3:12b,computer,internet,5
gemma3:12b,plane,car,1
gemma3:12b,train,car,3
gemma3:12b,telephone,communication,6
gemma3:12b,television,radio,6
gemma3:12b,media,radio,6
gemma3:12b,drug,abuse,6
gemma3:12b,bread,butter,3
gemma3:12b,cucumber,potato,2
gemma3:12b,doctor,nurse,7
gemma3:12b,professor,doctor,6
gemma3:12b,student,professor,7
gemma3:12b,smart,student,3
gemma3:12b,smart,stupid,0
gemma3:12b,company,stock,5
gemma3:12b,stock,market,6
gemma3:12b,stock,phone,0
gemma3:12b,stock,CD,1
gemma3:12b,stock,jaguar,0
gemma3:12b,stock,egg,3
gemma3:12b,fertility,egg,5
gemma3:12b,stock,live,2
gemma3:12b,stock,life,3
gemma3:12b,book,library,6
gemma3:12b,bank,money,7
gemma3:12b,wood,forest,8
gemma3:12b,money,cash,9
gemma3:12b,professor,cucumber,0
gemma3:12b,king,cabbage,0
gemma3:12b,king,queen,9
gemma3:12b,king,rook,3
gemma3:12b,bishop,rabbi,6
gemma3:12b,Jerusalem,Israel,8
gemma3:12b,Jerusalem,Palestinian,3
gemma3:12b,holy,sex,0
gemma3:12b,fuck,sex,7
gemma3:12b,Maradona,football,6
gemma3:12b,football,soccer,9
gemma3:12b,football,basketball,7
gemma3:12b,football,tennis,3
gemma3:12b,tennis,racket,6
gemma3:12b,Arafat,peace,3
gemma3:12b,Arafat,terror,3
gemma3:12b,Arafat,Jackson,1
gemma3:12b,law,lawyer,6
gemma3:12b,movie,star,3
gemma3:12b,movie,popcorn,3
gemma3:12b,movie,critic,3
gemma3:12b,movie,theater,6
gemma3:12b,physics,proton,5
gemma3:12b,physics,chemistry,7
gemma3:12b,space,chemistry,2
gemma3:12b,alcohol,chemistry,3
gemma3:12b,vodka,gin,7
gemma3:12b,vodka,brandy,3
gemma3:12b,drink,car,0
gemma3:12b,drink,ear,0
gemma3:12b,drink,mouth,3
gemma3:12b,drink,eat,3
gemma3:12b,baby,mother,7
gemma3:12b,drink,mother,0
gemma3:12b,car,automobile,10
gemma3:12b,gem,jewel,9
gemma3:12b,journey,voyage,9
gemma3:12b,boy,lad,9
gemma3:12b,coast,shore,9
gemma3:12b,asylum,madhouse,9
gemma3:12b,magician,wizard,9
gemma3:12b,midday,noon,9
gemma3:12b,furnace,stove,7
gemma3:12b,food,fruit,6
gemma3:12b,bird,cock,8
gemma3:12b,bird,crane,8
gemma3:12b,tool,implement,9
gemma3:12b,brother,monk,2
gemma3:12b,crane,implement,2
gemma3:12b,lad,brother,7
gemma3:12b,journey,car,1
gemma3:12b,monk,oracle,3
gemma3:12b,cemetery,woodland,2
gemma3:12b,food,rooster,0
gemma3:12b,coast,hill,2
gemma3:12b,forest,graveyard,2
gemma3:12b,shore,woodland,1
gemma3:12b,monk,slave,3
gemma3:12b,coast,forest,1
gemma3:12b,lad,wizard,0
gemma3:12b,chord,smile,0
gemma3:12b,glass,magician,0
gemma3:12b,noon,string,0
gemma3:12b,rooster,voyage,0
gemma3:12b,money,dollar,8
gemma3:12b,money,cash,9
gemma3:12b,money,currency,9
gemma3:12b,money,wealth,8
gemma3:12b,money,property,6
gemma3:12b,money,possession,6
gemma3:12b,money,bank,6
gemma3:12b,money,deposit,6
gemma3:12b,money,withdrawal,5
gemma3:12b,money,laundering,3
gemma3:12b,money,operation,2
gemma3:12b,tiger,jaguar,8
gemma3:12b,tiger,feline,8
gemma3:12b,tiger,carnivore,6
gemma3:12b,tiger,mammal,6
gemma3:12b,tiger,animal,6
gemma3:12b,tiger,organism,2
gemma3:12b,tiger,fauna,3
gemma3:12b,tiger,zoo,2
gemma3:12b,psychology,psychiatry,7
gemma3:12b,psychology,anxiety,6
gemma3:12b,psychology,fear,6
gemma3:12b,psychology,depression,6
gemma3:12b,psychology,clinic,2
gemma3:12b,psychology,doctor,3
gemma3:12b,psychology,Freud,7
gemma3:12b,psychology,mind,8
gemma3:12b,psychology,health,4
gemma3:12b,psychology,science,6
gemma3:12b,psychology,discipline,2
gemma3:12b,psychology,cognition,8
gemma3:12b,planet,star,3
gemma3:12b,planet,constellation,3
gemma3:12b,planet,moon,6
gemma3:12b,planet,sun,6
gemma3:12b,planet,galaxy,3
gemma3:12b,planet,space,6
gemma3:12b,planet,astronomer,3
gemma3:12b,precedent,example,7
gemma3:12b,precedent,information,2
gemma3:12b,precedent,cognition,1
gemma3:12b,precedent,law,7
gemma3:12b,precedent,collection,1
gemma3:12b,precedent,group,0
gemma3:12b,precedent,antecedent,8
gemma3:12b,cup,coffee,5
gemma3:12b,cup,tableware,3
gemma3:12b,cup,article,1
gemma3:12b,cup,artifact,1
gemma3:12b,cup,object,3
gemma3:12b,cup,entity,0
gemma3:12b,cup,drink,5
gemma3:12b,cup,food,0
gemma3:12b,cup,substance,1
gemma3:12b,cup,liquid,3
gemma3:12b,jaguar,cat,7
gemma3:12b,jaguar,car,3
gemma3:12b,energy,secretary,0
gemma3:12b,secretary,senate,1
gemma3:12b,energy,laboratory,1
gemma3:12b,computer,laboratory,2
gemma3:12b,weapon,secret,1
gemma3:12b,FBI,fingerprint,3
gemma3:12b,FBI,investigation,6
gemma3:12b,investigation,effort,3
gemma3:12b,Mars,water,0
gemma3:12b,Mars,scientist,0
gemma3:12b,news,report,8
gemma3:12b,canyon,landscape,5
gemma3:12b,image,surface,3
gemma3:12b,discovery,space,2
gemma3:12b,water,seepage,4
gemma3:12b,sign,recess,1
gemma3:12b,Wednesday,news,0
gemma3:12b,mile,kilometer,8
gemma3:12b,computer,news,1
gemma3:12b,territory,surface,1
gemma3:12b,atmosphere,landscape,3
gemma3:12b,president,medal,1
gemma3:12b,war,troops,6
gemma3:12b,record,number,4
gemma3:12b,skin,eye,2
gemma3:12b,Japanese,American,2
gemma3:12b,theater,history,1
gemma3:12b,volunteer,motto,0
gemma3:12b,prejudice,recognition,1
gemma3:12b,decoration,valor,0
gemma3:12b,century,year,6
gemma3:12b,century,nation,1
gemma3:12b,delay,racism,0
gemma3:12b,delay,news,1
gemma3:12b,minister,party,3
gemma3:12b,peace,plan,1
gemma3:12b,minority,peace,0
gemma3:12b,attempt,peace,0
gemma3:12b,government,crisis,3
gemma3:12b,deployment,departure,7
gemma3:12b,deployment,withdrawal,3
gemma3:12b,energy,crisis,3
gemma3:12b,announcement,news,8
gemma3:12b,announcement,effort,1
gemma3:12b,stroke,hospital,3
gemma3:12b,disability,death,2
gemma3:12b,victim,emergency,1
gemma3:12b,treatment,recovery,7
gemma3:12b,journal,association,2
gemma3:12b,doctor,personnel,1
gemma3:12b,doctor,liability,0
gemma3:12b,liability,insurance,6
gemma3:12b,school,center,3
gemma3:12b,reason,hypertension,0
gemma3:12b,reason,criterion,6
gemma3:12b,hundred,percent,2
gemma3:12b,Harvard,Yale,8
gemma3:12b,hospital,infrastructure,1
gemma3:12b,death,row,0
gemma3:12b,death,inmate,1
gemma3:12b,lawyer,evidence,2
gemma3:12b,life,death,0
gemma3:12b,life,term,3
gemma3:12b,word,similarity,6
gemma3:12b,board,recommendation,3
gemma3:12b,governor,interview,1
gemma3:12b,OPEC,country,3
gemma3:12b,peace,atmosphere,1
gemma3:12b,peace,insurance,1
gemma3:12b,territory,kilometer,0
gemma3:12b,travel,activity,3
gemma3:12b,competition,price,3
gemma3:12b,consumer,confidence,1
gemma3:12b,consumer,energy,1
gemma3:12b,problem,airport,0
gemma3:12b,car,flight,1
gemma3:12b,credit,card,6
gemma3:12b,credit,information,2
gemma3:12b,hotel,reservation,3
gemma3:12b,grocery,money,2
gemma3:12b,registration,arrangement,5
gemma3:12b,arrangement,accommodation,4
gemma3:12b,month,hotel,0
gemma3:12b,type,kind,8
gemma3:12b,arrival,hotel,2
gemma3:12b,bed,closet,1
gemma3:12b,closet,clothes,6
gemma3:12b,situation,conclusion,3
gemma3:12b,situation,isolation,3
gemma3:12b,impartiality,interest,3
gemma3:12b,direction,combination,1
gemma3:12b,street,place,4
gemma3:12b,street,avenue,8
gemma3:12b,street,block,5
gemma3:12b,street,children,1
gemma3:12b,listing,proximity,2
gemma3:12b,listing,category,6
gemma3:12b,cell,phone,7
gemma3:12b,production,hike,0
gemma3:12b,benchmark,index,6
gemma3:12b,media,trading,1
gemma3:12b,media,gain,1
gemma3:12b,dividend,payment,8
gemma3:12b,dividend,calculation,1
gemma3:12b,calculation,computation,9
gemma3:12b,currency,market,3
gemma3:12b,OPEC,oil,7
gemma3:12b,oil,stock,3
gemma3:12b,announcement,production,2
gemma3:12b,announcement,warning,6
gemma3:12b,profit,warning,0
gemma3:12b,profit,loss,10
gemma3:12b,dollar,yen,6
gemma3:12b,dollar,buck,8
gemma3:12b,dollar,profit,4
gemma3:12b,dollar,loss,1
gemma3:12b,computer,software,6
gemma3:12b,network,hardware,2
gemma3:12b,phone,equipment,2
gemma3:12b,equipment,maker,1
gemma3:12b,luxury,car,3
gemma3:12b,five,month,2
gemma3:12b,report,gain,2
gemma3:12b,investor,earning,3
gemma3:12b,liquid,water,9
gemma3:12b,baseball,season,3
gemma3:12b,game,victory,6
gemma3:12b,game,team,6
gemma3:12b,marathon,sprint,2
gemma3:12b,game,series,3
gemma3:12b,game,defeat,3
gemma3:12b,seven,series,1
gemma3:12b,seafood,sea,6
gemma3:12b,seafood,food,6
gemma3:12b,seafood,lobster,6
gemma3:12b,lobster,food,4
gemma3:12b,lobster,wine,0
gemma3:12b,food,preparation,3
gemma3:12b,video,archive,3
gemma3:12b,start,year,2
gemma3:12b,start,match,4
gemma3:12b,game,round,3
gemma3:12b,boxing,round,6
gemma3:12b,championship,tournament,8
gemma3:12b,fighting,defeating,8
gemma3:12b,line,insurance,0
gemma3:12b,day,summer,3
gemma3:12b,summer,drought,3
gemma3:12b,summer,nature,3
gemma3:12b,day,dawn,8
gemma3:12b,nature,environment,9
gemma3:12b,environment,ecology,8
gemma3:12b,nature,man,2
gemma3:12b,man,woman,8
gemma3:12b,man,governor,2
gemma3:12b,murder,manslaughter,8
gemma3:12b,soap,opera,0
gemma3:12b,opera,performance,6
gemma3:12b,life,lesson,3
gemma3:12b,focus,life,2
gemma3:12b,production,crew,3
gemma3:12b,television,film,6
gemma3:12b,lover,quarrel,1
gemma3:12b,viewer,serial,1
gemma3:12b,possibility,girl,0
gemma3:12b,population,development,3
gemma3:12b,morality,importance,3
gemma3:12b,morality,marriage,3
gemma3:12b,Mexico,Brazil,6
gemma3:12b,gender,equality,6
gemma3:12b,change,attitude,3
gemma3:12b,family,planning,1
gemma3:12b,opera,industry,1
gemma3:12b,sugar,approach,0
gemma3:12b,practice,institution,1
gemma3:12b,ministry,culture,3
gemma3:12b,problem,challenge,8
gemma3:12b,size,prominence,3
gemma3:12b,country,citizen,4
gemma3:12b,planet,people,1
gemma3:12b,development,issue,3
gemma3:12b,experience,music,2
gemma3:12b,music,project,1
gemma3:12b,glass,metal,1
gemma3:12b,aluminum,metal,8
gemma3:12b,chance,credibility,1
gemma3:12b,exhibit,memorabilia,2
gemma3:12b,concert,virtuoso,3
gemma3:12b,rock,jazz,2
gemma3:12b,museum,theater,3
gemma3:12b,observation,architecture,1
gemma3:12b,space,world,6
gemma3:12b,preservation,world,1
gemma3:12b,admission,ticket,6
gemma3:12b,shower,thunderstorm,4
gemma3:12b,shower,flood,7
gemma3:12b,weather,forecast,6
gemma3:12b,disaster,area,0
gemma3:12b,governor,office,3
gemma3:12b,architecture,century,1
