model,w1,w2,rating
qwen3:1.7b,love,sex,4
qwen3:1.7b,tiger,cat,9
qwen3:1.7b,tiger,tiger,10
qwen3:1.7b,book,paper,7
qwen3:1.7b,computer,keyboard,7
qwen3:1.7b,computer,internet,4
qwen3:1.7b,plane,car,7
qwen3:1.7b,train,car,7
qwen3:1.7b,telephone,communication,7
qwen3:1.7b,television,radio,9
qwen3:1.7b,media,radio,7
qwen3:1.7b,drug,abuse,4
qwen3:1.7b,bread,butter,7
qwen3:1.7b,cucumber,potato,7
qwen3:1.7b,doctor,nurse,7
qwen3:1.7b,professor,doctor,7
qwen3:1.7b,student,professor,7
qwen3:1.7b,smart,student,4
qwen3:1.7b,smart,stupid,7
qwen3:1.7b,company,stock,4
qwen3:1.7b,stock,market,7
qwen3:1.7b,stock,phone,4
qwen3:1.7b,stock,CD,4
qwen3:1.7b,stock,jaguar,0
qwen3:1.7b,stock,egg,0
qwen3:1.7b,fertility,egg,6
qwen3:1.7b,stock,live,0
qwen3:1.7b,stock,life,4
qwen3:1.7b,book,library,4
qwen3:1.7b,bank,money,7
qwen3:1.7b,wood,forest,6
qwen3:1.7b,money,cash,9
qwen3:1.7b,professor,cucumber,0
qwen3:1.7b,king,cabbage,4
qwen3:1.7b,king,queen,10
qwen3:1.7b,king,rook,4
qwen3:1.7b,bishop,rabbi,8
qwen3:1.7b,Jerusalem,Israel,4
qwen3:1.7b,Jerusalem,Palestinian,7
qwen3:1.7b,holy,sex,4
qwen3:1.7b,fuck,sex,7
qwen3:1.7b,Maradona,football,7
qwen3:1.7b,football,soccer,7
qwen3:1.7b,football,basketball,9
qwen3:1.7b,football,tennis,7
qwen3:1.7b,tennis,racket,4
qwen3:1.7b,Arafat,peace,7
qwen3:1.7b,Arafat,terror,4
qwen3:1.7b,Arafat,Jackson,7
qwen3:1.7b,law,lawyer,7
qwen3:1.7b,movie,star,7
qwen3:1.7b,movie,popcorn,4
qwen3:1.7b,movie,critic,4
qwen3:1.7b,movie,theater,7
qwen3:1.7b,physics,proton,4
qwen3:1.7b,physics,chemistry,7
qwen3:1.7b,space,chemistry,4
qwen3:1.7b,alcohol,chemistry,6
qwen3:1.7b,vodka,gin,8
qwen3:1.7b,vodka,brandy,7
qwen3:1.7b,drink,car,4
qwen3:1.7b,drink,ear,4
qwen3:1.7b,drink,mouth,4
qwen3:1.7b,drink,eat,7
qwen3:1.7b,baby,mother,6
qwen3:1.7b,drink,mother,4
qwen3:1.7b,car,automobile,7
qwen3:1.7b,gem,jewel,10
qwen3:1.7b,journey,voyage,9
qwen3:1.7b,boy,lad,9
qwen3:1.7b,coast,shore,9
qwen3:1.7b,asylum,madhouse,9
qwen3:1.7b,magician,wizard,10
qwen3:1.7b,midday,noon,10
qwen3:1.7b,furnace,stove,7
qwen3:1.7b,food,fruit,7
qwen3:1.7b,bird,cock,4
qwen3:1.7b,bird,crane,7
qwen3:1.7b,tool,implement,7
qwen3:1.7b,brother,monk,4
qwen3:1.7b,crane,implement,7
qwen3:1.7b,lad,brother,7
qwen3:1.7b,journey,car,4
qwen3:1.7b,monk,oracle,7
qwen3:1.7b,cemetery,woodland,4
qwen3:1.7b,food,rooster,0
qwen3:1.7b,coast,hill,4
qwen3:1.7b,forest,graveyard,4
qwen3:1.7b,shore,woodland,4
qwen3:1.7b,monk,slave,4
qwen3:1.7b,coast,forest,4
qwen3:1.7b,lad,wizard,4
qwen3:1.7b,chord,smile,4
qwen3:1.7b,glass,magician,0
qwen3:1.7b,noon,string,4
qwen3:1.7b,rooster,voyage,4
qwen3:1.7b,money,dollar,7
qwen3:1.7b,money,cash,7
qwen3:1.7b,money,currency,7
qwen3:1.7b,money,wealth,7
qwen3:1.7b,money,property,7
qwen3:1.7b,money,possession,7
qwen3:1.7b,money,bank,6
qwen3:1.7b,money,deposit,7
qwen3:1.7b,money,withdrawal,6
qwen3:1.7b,money,laundering,4
qwen3:1.7b,money,operation,0
qwen3:1.7b,tiger,jaguar,7
qwen3:1.7b,tiger,feline,8
qwen3:1.7b,tiger,carnivore,4
qwen3:1.7b,tiger,mammal,7
qwen3:1.7b,tiger,animal,7
qwen3:1.7b,tiger,organism,6
qwen3:1.7b,tiger,fauna,6
qwen3:1.7b,tiger,zoo,4
qwen3:1.7b,psychology,psychiatry,7
qwen3:1.7b,psychology,anxiety,6
qwen3:1.7b,psychology,fear,4
qwen3:1.7b,psychology,depression,4
qwen3:1.7b,psychology,clinic,4
qwen3:1.7b,psychology,doctor,4
qwen3:1.7b,psychology,Freud,6
qwen3:1.7b,psychology,mind,7
qwen3:1.7b,psychology,health,7
qwen3:1.7b,psychology,science,7
qwen3:1.7b,psychology,discipline,4
qwen3:1.7b,psychology,cognition,7
qwen3:1.7b,planet,star,7
qwen3:1.7b,planet,constellation,7
qwen3:1.7b,planet,moon,7
qwen3:1.7b,planet,sun,7
qwen3:1.7b,planet,galaxy,4
qwen3:1.7b,planet,space,4
qwen3:1.7b,planet,astronomer,4
qwen3:1.7b,precedent,example,7
qwen3:1.7b,precedent,information,4
qwen3:1.7b,precedent,cognition,6
qwen3:1.7b,precedent,law,7
qwen3:1.7b,precedent,collection,0
qwen3:1.7b,precedent,group,4
qwen3:1.7b,precedent,antecedent,7
qwen3:1.7b,cup,coffee,7
qwen3:1.7b,cup,tableware,7
qwen3:1.7b,cup,article,2
qwen3:1.7b,cup,artifact,2
qwen3:1.7b,cup,object,7
qwen3:1.7b,cup,entity,3
qwen3:1.7b,cup,drink,4
qwen3:1.7b,cup,food,0
qwen3:1.7b,cup,substance,4
qwen3:1.7b,cup,liquid,4
qwen3:1.7b,jaguar,cat,7
qwen3:1.7b,jaguar,car,3
qwen3:1.7b,energy,secretary,0
qwen3:1.7b,secretary,senate,6
qwen3:1.7b,energy,laboratory,0
qwen3:1.7b,computer,laboratory,4
qwen3:1.7b,weapon,secret,0
qwen3:1.7b,FBI,fingerprint,0
qwen3:1.7b,FBI,investigation,7
qwen3:1.7b,investigation,effort,6
qwen3:1.7b,Mars,water,4
qwen3:1.7b,Mars,scientist,4
qwen3:1.7b,news,report,7
qwen3:1.7b,canyon,landscape,7
qwen3:1.7b,image,surface,2
qwen3:1.7b,discovery,space,4
qwen3:1.7b,water,seepage,7
qwen3:1.7b,sign,recess,3
qwen3:1.7b,Wednesday,news,2
qwen3:1.7b,mile,kilometer,7
qwen3:1.7b,computer,news,4
qwen3:1.7b,territory,surface,4
qwen3:1.7b,atmosphere,landscape,4
qwen3:1.7b,president,medal,0
qwen3:1.7b,war,troops,7
qwen3:1.7b,record,number,7
qwen3:1.7b,skin,eye,4
qwen3:1.7b,Japanese,American,7
qwen3:1.7b,theater,history,4
qwen3:1.7b,volunteer,motto,4
qwen3:1.7b,prejudice,recognition,4
qwen3:1.7b,decoration,valor,4
qwen3:1.7b,century,year,7
qwen3:1.7b,century,nation,7
qwen3:1.7b,delay,racism,0
qwen3:1.7b,delay,news,0
qwen3:1.7b,minister,party,7
qwen3:1.7b,peace,plan,0
qwen3:1.7b,minority,peace,0
qwen3:1.7b,attempt,peace,0
qwen3:1.7b,government,crisis,0
qwen3:1.7b,deployment,departure,7
qwen3:1.7b,deployment,withdrawal,7
qwen3:1.7b,energy,crisis,4
qwen3:1.7b,announcement,news,7
qwen3:1.7b,announcement,effort,4
qwen3:1.7b,stroke,hospital,4
qwen3:1.7b,disability,death,2
qwen3:1.7b,victim,emergency,4
qwen3:1.7b,treatment,recovery,4
qwen3:1.7b,journal,association,4
qwen3:1.7b,doctor,personnel,4
qwen3:1.7b,doctor,liability,0
qwen3:1.7b,liability,insurance,7
qwen3:1.7b,school,center,8
qwen3:1.7b,reason,hypertension,0
qwen3:1.7b,reason,criterion,7
qwen3:1.7b,hundred,percent,6
qwen3:1.7b,Harvard,Yale,10
qwen3:1.7b,hospital,infrastructure,0
qwen3:1.7b,death,row,4
qwen3:1.7b,death,inmate,0
qwen3:1.7b,lawyer,evidence,4
qwen3:1.7b,life,death,7
qwen3:1.7b,life,term,4
qwen3:1.7b,word,similarity,4
qwen3:1.7b,board,recommendation,4
qwen3:1.7b,governor,interview,4
qwen3:1.7b,OPEC,country,7
qwen3:1.7b,peace,atmosphere,4
qwen3:1.7b,peace,insurance,4
qwen3:1.7b,territory,kilometer,0
qwen3:1.7b,travel,activity,7
qwen3:1.7b,competition,price,4
qwen3:1.7b,consumer,confidence,4
qwen3:1.7b,consumer,energy,4
qwen3:1.7b,problem,airport,4
qwen3:1.7b,car,flight,4
qwen3:1.7b,credit,card,4
qwen3:1.7b,credit,information,4
qwen3:1.7b,hotel,reservation,4
qwen3:1.7b,grocery,money,7
qwen3:1.7b,registration,arrangement,7
qwen3:1.7b,arrangement,accommodation,7
qwen3:1.7b,month,hotel,0
qwen3:1.7b,type,kind,7
qwen3:1.7b,arrival,hotel,4
qwen3:1.7b,bed,closet,4
qwen3:1.7b,closet,clothes,4
qwen3:1.7b,situation,conclusion,4
qwen3:1.7b,situation,isolation,4
qwen3:1.7b,impartiality,interest,4
qwen3:1.7b,direction,combination,4
qwen3:1.7b,street,place,7
qwen3:1.7b,street,avenue,7
qwen3:1.7b,street,block,6
qwen3:1.7b,street,children,0
qwen3:1.7b,listing,proximity,0
qwen3:1.7b,listing,category,4
qwen3:1.7b,cell,phone,0
qwen3:1.7b,production,hike,4
qwen3:1.7b,benchmark,index,7
qwen3:1.7b,media,trading,4
qwen3:1.7b,media,gain,4
qwen3:1.7b,dividend,payment,7
qwen3:1.7b,dividend,calculation,4
qwen3:1.7b,calculation,computation,9
qwen3:1.7b,currency,market,7
qwen3:1.7b,OPEC,oil,4
qwen3:1.7b,oil,stock,4
qwen3:1.7b,announcement,production,4
qwen3:1.7b,announcement,warning,8
qwen3:1.7b,profit,warning,4
qwen3:1.7b,profit,loss,7
qwen3:1.7b,dollar,yen,9
qwen3:1.7b,dollar,buck,9
qwen3:1.7b,dollar,profit,4
qwen3:1.7b,dollar,loss,4
qwen3:1.7b,computer,software,7
qwen3:1.7b,network,hardware,4
