model,cue,A1,A2,A3
gemma3:270m,Cheddar,A1,A2,A3
gemma3:270m,Parmesan,A1,A2,A3
gemma3:270m,bubonic,A1,A2,A3
gemma3:270m,moo,A1,A2,A3
gemma3:270m,halt,A1,A2,A3
gemma3:270m,inebriated,A1,A2,A3
gemma3:270m,arachnid,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,elm,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,brie,A1,A2,A3
gemma3:270m,pituitary,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,wick,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,perspire,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,feline,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,mozzarella,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,brewery,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,smooch,A1,A2,A3
gemma3:270m,sill,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,cob,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,newborn,A1,A2,A3
gemma3:270m,physician,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,teddy,A1,A2,A3
gemma3:270m,marrow,A1,A2,A3
gemma3:270m,impolite,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,cobra,A1,A2,A3
gemma3:270m,perhaps,A1,A2,A3
gemma3:270m,retina,A1,A2,A3
gemma3:270m,oink,A1,A2,A3
gemma3:270m,hound,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,Sahara,A1,A2,A3
gemma3:270m,not good,A1,A2,A3
gemma3:270m,grizzly,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,uncooked,A1,A2,A3
gemma3:270m,maize,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,meow,A1,A2,A3
gemma3:270m,fir,A1,A2,A3
gemma3:270m,loaf,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,holster,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,search engine,A1,A2,A3
gemma3:270m,lager,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,inexpensive,A1,A2,A3
gemma3:270m,fib,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,viper,A1,A2,A3
gemma3:270m,yolk,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,grater,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,heifer,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,down under,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,cashew,A1,A2,A3
gemma3:270m,steed,A1,A2,A3
gemma3:270m,exhausted,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,comprehend,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,cheerful,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,obese,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,itch,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,nostril,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,spud,A1,A2,A3
gemma3:270m,udder,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,hare,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,parchment,A1,A2,A3
gemma3:270m,weep,A1,A2,A3
gemma3:270m,perspiration,A1,A2,A3
gemma3:270m,despise,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,honeydew,A1,A2,A3
gemma3:270m,sirloin,A1,A2,A3
gemma3:270m,serpent,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,beagle,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,cod,A1,A2,A3
gemma3:270m,tardy,A1,A2,A3
gemma3:270m,stallion,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,gust,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,purr,A1,A2,A3
gemma3:270m,jigsaw,A1,A2,A3
gemma3:270m,dromedary,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,automobile,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,giggle,A1,A2,A3
gemma3:270m,grown up,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,saddle,A1,A2,A3
gemma3:270m,educator,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,Cairo,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,concur,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,weary,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,spotless,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,petal,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,misplaced,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,kitty,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,intoxicated,A1,A2,A3
gemma3:270m,vehicle,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,attempt,A1,A2,A3
gemma3:270m,unattractive,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,trousers,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,espresso,A1,A2,A3
gemma3:270m,sufficient,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,orchid,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,hilarious,A1,A2,A3
gemma3:270m,fedora,A1,A2,A3
gemma3:270m,deity,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,arid,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,wager,A1,A2,A3
gemma3:270m,spectacles,Invalid Response,Invalid Response,Invalid Response
gemma3:270m,brawl,A1,A2,A3
gemma3:270m,leash,Invalid Response,Invalid Response,Invalid Response
