model,w1,w2,rating
gemma3:27b,love,sex,3
gemma3:27b,tiger,cat,7
gemma3:27b,tiger,tiger,10
gemma3:27b,book,paper,4
gemma3:27b,computer,keyboard,3
gemma3:27b,computer,internet,3
gemma3:27b,plane,car,2
gemma3:27b,train,car,3
gemma3:27b,telephone,communication,4
gemma3:27b,television,radio,6
gemma3:27b,media,radio,6
gemma3:27b,drug,abuse,3
gemma3:27b,bread,butter,3
gemma3:27b,cucumber,potato,4
gemma3:27b,doctor,nurse,7
gemma3:27b,professor,doctor,7
gemma3:27b,student,professor,4
gemma3:27b,smart,student,3
gemma3:27b,smart,stupid,0
gemma3:27b,company,stock,3
gemma3:27b,stock,market,6
gemma3:27b,stock,phone,0
gemma3:27b,stock,CD,2
gemma3:27b,stock,jaguar,0
gemma3:27b,stock,egg,0
gemma3:27b,fertility,egg,3
gemma3:27b,stock,live,0
gemma3:27b,stock,life,0
gemma3:27b,book,library,3
gemma3:27b,bank,money,3
gemma3:27b,wood,forest,6
gemma3:27b,money,cash,9
gemma3:27b,professor,cucumber,0
gemma3:27b,king,cabbage,0
gemma3:27b,king,queen,8
gemma3:27b,king,rook,0
gemma3:27b,bishop,rabbi,6
gemma3:27b,Jerusalem,Israel,7
gemma3:27b,Jerusalem,Palestinian,3
gemma3:27b,holy,sex,0
gemma3:27b,fuck,sex,7
gemma3:27b,Maradona,football,7
gemma3:27b,football,soccer,8
gemma3:27b,football,basketball,7
gemma3:27b,football,tennis,3
gemma3:27b,tennis,racket,6
gemma3:27b,Arafat,peace,3
gemma3:27b,Arafat,terror,3
gemma3:27b,Arafat,Jackson,0
gemma3:27b,law,lawyer,7
gemma3:27b,movie,star,2
gemma3:27b,movie,popcorn,2
gemma3:27b,movie,critic,3
gemma3:27b,movie,theater,6
gemma3:27b,physics,proton,3
gemma3:27b,physics,chemistry,7
gemma3:27b,space,chemistry,2
gemma3:27b,alcohol,chemistry,2
gemma3:27b,vodka,gin,7
gemma3:27b,vodka,brandy,7
gemma3:27b,drink,car,0
gemma3:27b,drink,ear,0
gemma3:27b,drink,mouth,2
gemma3:27b,drink,eat,4
gemma3:27b,baby,mother,3
gemma3:27b,drink,mother,0
gemma3:27b,car,automobile,10
gemma3:27b,gem,jewel,9
gemma3:27b,journey,voyage,8
gemma3:27b,boy,lad,9
gemma3:27b,coast,shore,8
gemma3:27b,asylum,madhouse,8
gemma3:27b,magician,wizard,8
gemma3:27b,midday,noon,10
gemma3:27b,furnace,stove,7
gemma3:27b,food,fruit,6
gemma3:27b,bird,cock,7
gemma3:27b,bird,crane,7
gemma3:27b,tool,implement,8
gemma3:27b,brother,monk,2
gemma3:27b,crane,implement,2
gemma3:27b,lad,brother,4
gemma3:27b,journey,car,2
gemma3:27b,monk,oracle,3
gemma3:27b,cemetery,woodland,3
gemma3:27b,food,rooster,0
gemma3:27b,coast,hill,3
