model,cue,A1,A2,A3
qwen3:8b,becoming,process,change,growth
qwen3:8b,archeology,excavation,artifacts,history
qwen3:8b,joker,chaos,madness,smile
qwen3:8b,hurtful,painful,emotional,harmful
qwen3:8b,nacho,tortilla,cheese,salsa
qwen3:8b,unsafe,dangerous,risk,hazard
qwen3:8b,hummingbird,tiny,flying,flower
qwen3:8b,coast,shore,beach,sea
qwen3:8b,immature,naive,green,inexperienced
qwen3:8b,ligament,joint,tissue,injury
qwen3:8b,shield,protection,armor,defend
qwen3:8b,vegetarian,meat,plant,lunch
qwen3:8b,parcel,package,mail,delivery
qwen3:8b,madly,passionately,enthusiastically,zealously
qwen3:8b,flunk,fail,exam,test
qwen3:8b,traveler,journey,destination,passport
qwen3:8b,bubble gum,sweet,sticky,pink
qwen3:8b,expel,remove,force,drive
qwen3:8b,leaning,tilt,balance,posture
qwen3:8b,juicer,fruit,vegetable,machine
qwen3:8b,hovercraft,flying,water,craft
qwen3:8b,fabric,cloth,textile,weave
qwen3:8b,captivity,prison,chain,confinement
qwen3:8b,lamb,sheep,meat,wool
qwen3:8b,failure,sadness,cause,lesson
qwen3:8b,balls,game,sport,play
qwen3:8b,governance,leadership,management,control
qwen3:8b,electricity,power,current,light
qwen3:8b,celebrity,fame,public,media
qwen3:8b,masturbate,self,sexual,private
qwen3:8b,extroverted,outgoing,social,talkative
qwen3:8b,breed,dog,cat,horse
qwen3:8b,frustrated,angry,annoyed,irritated
qwen3:8b,goodwill,kindness,trust,generosity
qwen3:8b,dialogue,conversation,speech,discussion
qwen3:8b,unrealistic,impractical,unreal,fantasy
qwen3:8b,hobble,limp,stumble,trip
qwen3:8b,unripe,fruit,green,sour
qwen3:8b,boxer,glove,fight,ring
qwen3:8b,laborer,worker,manual,employee
qwen3:8b,atheism,religion,belief,skepticism
qwen3:8b,autumn,leaves,harvest,change
qwen3:8b,repress,suppress,control,censor
qwen3:8b,sweatshop,labor,exploitation,child
qwen3:8b,veer,turn,divert,sway
qwen3:8b,mystical,magic,enigma,spirit
qwen3:8b,redwood,tree,forest,conifer
qwen3:8b,gods,divine,heaven,myth
qwen3:8b,elbow,arm,joint,flex
qwen3:8b,sterile,clean,disinfectant,antiseptic
qwen3:8b,mailbox,email,inbox,letter
qwen3:8b,rundown,shabby,decaying,neglect
qwen3:8b,execute,action,order,command
qwen3:8b,hitchhike,ride,road,stranger
qwen3:8b,intoxicate,drunk,alcohol,party
qwen3:8b,complete,whole,end,full
qwen3:8b,vomit,throwup,nausea,regurgitate
qwen3:8b,civilization,society,progress,urban
qwen3:8b,let,allow,go,free
qwen3:8b,gifted,talented,profound,skilled
qwen3:8b,whiskers,cat,mouse,vibrations
qwen3:8b,lore,myth,tradition,story
qwen3:8b,Norway,nature,frost,trout
qwen3:8b,petrol,fuel,gas,car
qwen3:8b,Islam,religion,prayer,mosque
qwen3:8b,mitten,glove,winter,hand
qwen3:8b,cozy,warm,snug,comfort
qwen3:8b,hum,sound,buzz,vibrate
qwen3:8b,head,brain,face,hair
qwen3:8b,mints,sweet,fresh,cool
qwen3:8b,increasing,trend,growth,rate
qwen3:8b,chauffeur,driver,car,vehicle
qwen3:8b,constant,unchanging,steady,persistent
qwen3:8b,zeal,passion,enthusiasm,drive
qwen3:8b,periscope,submarine,military,observation
qwen3:8b,oddity,strange,quirk,anomaly
qwen3:8b,monotonous,boring,repetitive,dull
qwen3:8b,stupid,dumb,foolish,idiot
qwen3:8b,hers,mine,theirs,ours
qwen3:8b,scribe,writer,copyist,author
qwen3:8b,campfire,fire,wood,night
qwen3:8b,cartoon,drawing,animation,character
qwen3:8b,contempt,dislike,scorn,mockery
qwen3:8b,cactus,desert,spines,plant
qwen3:8b,fad,Trend,Mania,Hype
qwen3:8b,since,time,cause,then
qwen3:8b,tom,cat,book,tomato
qwen3:8b,devil,evil,satan,temptation
qwen3:8b,tuba,music,brass,band
qwen3:8b,algae,marine,oxygen,bloom
qwen3:8b,crows,omen,bird,trash
qwen3:8b,cooler,cold,ice,drink
qwen3:8b,martial art,karate,judo,boxing
qwen3:8b,medic,firstaid,health,care
qwen3:8b,pesky,annoying,troublesome,nuisance
qwen3:8b,stretch,muscle,yoga,sore
qwen3:8b,thrifty,saving,economical,frugal
qwen3:8b,amass,gather,collect,accumulate
qwen3:8b,flawed,defect,faulty,imperfect
qwen3:8b,term,definition,phrase,concept
